nr	length	ratio
3282	325024	2.48829821
3283	325210	2.48844576
3284	325343	2.48849234
3285	325430	2.48852965
3286	325464	2.48858032
3287	325487	2.48864201
3288	325514	2.48867720
3289	325554	2.48871663
3290	325581	2.48867571
3291	325718	2.48863862
3292	325818	2.48879417
3293	325897	2.48890331
3294	325940	2.48887056
3295	325953	2.48887481
3296	326048	2.48891603
3297	326063	2.48893554
3298	326129	2.48900235
3299	326159	2.48894638
3300	326181	2.48890534
3301	326251	2.48907861
3302	326361	2.48887347
3303	326483	2.48868409
3304	326607	2.48843429
3305	326658	2.48848158
3306	326753	2.48831436
3307	326785	2.48829276
3308	326842	2.48813946
3309	326921	2.48819155
3310	327032	2.48807060
3311	327087	2.48795905
3312	327151	2.48780247
3313	327258	2.48768919
3314	327361	2.48762120
3315	327407	2.48759269
3316	327524	2.48753665
3317	327606	2.48755486
3318	327703	2.48746034
3319	327781	2.48744821
3320	327828	2.48744622
3321	327911	2.48743429
3322	327937	2.48744283
3323	327990	2.48741089
3324	328084	2.48723722
3325	328151	2.48706638
3326	328231	2.48706952
3327	328302	2.48706100
3328	328321	2.48701653
3329	328374	2.48711656
3330	328427	2.48706590
3331	328472	2.48716182
3332	328611	2.48695264
3333	328676	2.48695521
3334	328700	2.48689218
3335	328808	2.48693784
3336	328911	2.48690807
3337	329000	2.48694167
3338	329032	2.48701436
3339	329130	2.48681526
3340	329161	2.48680523
3341	329178	2.48678336
3342	329207	2.48673943
3343	329244	2.48673716
3344	329287	2.48672386
3345	329322	2.48672526
3346	329399	2.48683724
3347	329453	2.48681310
3348	329509	2.48684161
3349	329543	2.48685422
3350	329565	2.48681381
3351	329611	2.48684191
3352	329635	2.48685412
3353	329727	2.48677899
3354	329761	2.48677285
3355	329893	2.48671813
3356	330012	2.48671539
3357	330194	2.48662530
3358	330248	2.48665743
3359	330363	2.48653104
3360	330405	2.48651028
3361	330450	2.48653082
3362	330465	2.48653143
3363	330597	2.48653304
3364	330638	2.48650478
3365	330671	2.48649116
3366	330744	2.48659133
3367	330790	2.48661936
3368	330847	2.48648710
3369	330882	2.48654457
3370	330933	2.48653543
3371	330979	2.48656344
3372	330993	2.48655653
3373	331166	2.48647391
3374	331233	2.48658489
3375	331285	2.48652726
3376	331332	2.48656275
3377	331376	2.48653840
3378	331455	2.48645952
3379	331529	2.48649236
3380	331612	2.48646217
3381	331663	2.48635985
3382	331677	2.48640889
3383	331713	2.48645509
3384	331745	2.48648993
3385	331804	2.48646623
3386	331836	2.48642654
3387	331868	2.48644275
3388	331944	2.48637879
3389	331974	2.48634277
3390	331996	2.48641443
3391	332162	2.48624251
3392	332183	2.48621361
3393	332257	2.48619062
3394	332310	2.48612213
3395	332326	2.48613023
3396	332415	2.48616367
3397	332474	2.48621445
3398	332572	2.48616645
3399	332589	2.48618202
3400	332629	2.48620226
3401	332693	2.48621604
3402	332767	2.48621166
3403	332840	2.48616267
3404	332875	2.48614555
3405	332915	2.48612864
3406	332959	2.48617873
3407	333024	2.48619997
3408	333083	2.48626921
3409	333182	2.48635862
3410	333228	2.48634936
3411	333357	2.48619885
3412	333472	2.48625919
3413	333516	2.48625358
3414	333597	2.48641256
3415	333690	2.48640150
3416	333815	2.48623990
3417	333885	2.48629831
3418	333971	2.48634624
3419	334076	2.48623949
3420	334099	2.48620713
3421	334131	2.48614924
3422	334224	2.48611979
3423	334360	2.48618826
3424	334437	2.48624317
3425	334494	2.48622333
3426	334565	2.48617820
3427	334656	2.48624473
3428	334682	2.48621625
3429	334712	2.48623594
3430	334772	2.48621993
3431	334789	2.48619847
3432	334805	2.48620651
3433	334833	2.48622981
3434	334864	2.48623846
3435	334887	2.48622464
3436	334917	2.48620741
3437	334996	2.48616636
3438	335033	2.48623799
3439	335132	2.48621621
3440	335241	2.48625017
3441	335299	2.48612718
3442	335444	2.48602259
3443	335500	2.48605070
3444	335631	2.48606348
3445	335678	2.48606174
3446	335796	2.48616232
3447	335879	2.48615100
3448	335918	2.48614524
3449	335946	2.48622366
3450	336043	2.48624233
3451	336071	2.48630233
3452	336102	2.48632934
3453	336182	2.48646130
3454	336242	2.48639016
3455	336268	2.48638017
3456	336292	2.48637379
3457	336330	2.48643414
3458	336387	2.48643275
3459	336429	2.48643076
3460	336450	2.48645732
3461	336497	2.48649228
3462	336603	2.48643039
3463	336643	2.48648709
3464	336695	2.48659567
3465	336747	2.48659406
3466	336935	2.48656846
3467	337057	2.48656963
3468	337169	2.48666209
3469	337291	2.48660823
3470	337446	2.48646777
3471	337505	2.48631625
3472	337669	2.48620570
3473	337826	2.48617183
3474	337932	2.48607371
3475	337993	2.48599210
3476	338145	2.48583023
3477	338185	2.48590498
3478	338269	2.48579155
3479	338312	2.48583353
3480	338353	2.48576949
3481	338434	2.48574367
3482	338482	2.48580409
3483	338521	2.48581667
3484	338573	2.48574218
3485	338626	2.48580280
3486	338663	2.48585543
3487	338689	2.48584556
3488	338762	2.48579752
3489	338829	2.48577843
3490	338925	2.48577149
3491	339010	2.48581149
3492	339050	2.48584961
3493	339075	2.48586887
3494	339127	2.48581272
3495	339195	2.48574632
3496	339223	2.48575113
3497	339273	2.48571680
3498	339366	2.48570612
3499	339458	2.48576094
3500	339614	2.48570195
3501	339719	2.48554266
3502	339873	2.48548737
3503	340031	2.48549771
3504	340096	2.48557313
3505	340164	2.48547066
3506	340283	2.48557738
3507	340339	2.48556885
3508	340370	2.48554111
3509	340402	2.48553883
3510	340477	2.48550571
3511	340506	2.48540897
3512	340559	2.48537858
3513	340676	2.48536181
3514	340824	2.48522678
3515	340963	2.48524363
3516	341028	2.48528265
3517	341090	2.48524547
3518	341184	2.48516986
3519	341325	2.48512891
3520	341354	2.48524958
3521	341563	2.48541407
3522	341626	2.48542036
3523	341679	2.48546239
3524	341741	2.48531679
3525	341852	2.48518422
3526	341910	2.48520839
3527	341956	2.48519953
3528	341997	2.48524464
3529	342016	2.48522017
3530	342058	2.48512809
3531	342215	2.48516735
3532	342236	2.48519352
3533	342293	2.48510215
3534	342335	2.48510036
3535	342407	2.48500969
3536	342452	2.48515592
3537	342485	2.48519701
3538	342537	2.48515958
3539	342576	2.48517207
3540	342742	2.48522246
3541	342824	2.48515031
3542	342847	2.48519093
3543	342922	2.48523017
3544	342968	2.48532939
3545	343008	2.48538512
3546	343063	2.48535144
3547	343210	2.48530008
3548	343267	2.48544287
3549	343325	2.48548490
3550	343373	2.48545453
3551	343417	2.48543120
3552	343458	2.48540415
3553	343501	2.48540957
3554	343610	2.48537102
3555	343630	2.48540782
3556	343652	2.48538718
3557	343724	2.48536866
3558	343769	2.48542447
3559	343813	2.48540117
3560	344047	2.48538590
3561	344083	2.48539461
3562	344136	2.48549018
3563	344204	2.48546073
3564	344254	2.48539105
3565	344350	2.48538434
3566	344486	2.48541518
3567	344533	2.48534186
3568	344644	2.48546126
3569	344684	2.48540917
3570	344717	2.48539622
3571	344753	2.48542282
3572	344801	2.48539259
3573	344833	2.48542619
3574	344888	2.48541059
3575	344933	2.48543039
3576	345055	2.48537822
3577	345085	2.48528999
3578	345202	2.48538083
3579	345242	2.48540041
3580	345264	2.48534408
3581	345324	2.48536450
3582	345385	2.48539211
3583	345529	2.48533738
3584	345575	2.48538222
3585	345697	2.48541951
3586	345809	2.48549209
3587	345848	2.48559375
3588	345883	2.48563092
3589	345941	2.48565475
3590	346047	2.48570197
3591	346086	2.48574999
3592	346194	2.48572229
3593	346228	2.48571654
3594	346284	2.48574382
3595	346345	2.48587834
3596	346455	2.48574011
3597	346519	2.48568211
3598	346563	2.48583725
3599	346596	2.48587781
3600	346669	2.48584868
3601	346703	2.48584294
3602	346784	2.48585335
3603	346810	2.48587935
3604	346817	2.48589389
3605	346845	2.48591640
3606	346875	2.48586417
3607	346898	2.48590429
3608	346961	2.48587478
3609	346985	2.48590424
3610	347058	2.48592856
3611	347091	2.48566641
3612	347385	2.48529791
3613	347585	2.48502202
3614	347918	2.48473811
3615	348042	2.48468321
3616	348572	2.48408660
3617	348654	2.48415758
3618	348743	2.48410143
3619	348976	2.48411552
3620	349153	2.48438512
3621	349220	2.48440223
3622	349267	2.48436544
3623	349326	2.48439634
3624	349369	2.48433111
3625	349456	2.48436678
3626	349679	2.48418607
3627	349841	2.48404871
3628	349993	2.48384052
3629	350264	2.48356059
3630	350304	2.48356245
3631	350361	2.48350877
3632	350424	2.48358564
3633	350534	2.48364355
3634	350578	2.48356817
3635	350717	2.48353244
3636	350795	2.48345168
3637	350870	2.48349035
3638	350897	2.48348810
3639	350908	2.48347806
3640	350933	2.48346166
3641	351072	2.48318008
3642	351216	2.48326770
3643	351249	2.48327277
3644	351316	2.48330753
3645	351358	2.48339376
3646	351390	2.48333910
3647	351431	2.48333051
3648	351494	2.48333698
3649	351508	2.48334817
3650	351534	2.48333887
3651	351571	2.48342481
3652	351613	2.48337065
3653	351656	2.48341125
3654	351759	2.48340205
3655	351765	2.48337428
3656	351796	2.48340028
3657	351872	2.48346343
3658	351907	2.48350012
3659	351928	2.48354316
3660	351986	2.48349679
3661	352010	2.48349090
3662	352056	2.48344749
3663	352131	2.48348603
3664	352150	2.48346239
3665	352175	2.48344604
3666	352214	2.48351090
3667	352261	2.48357963
3668	352297	2.48353577
3669	352387	2.48348744
3670	352423	2.48356612
3671	352680	2.48341713
3672	352723	2.48338766
3673	352774	2.48341452
3674	352788	2.48342567
3675	352803	2.48347881
3676	352859	2.48340101
3677	352899	2.48343784
3678	352973	2.48352166
3679	353018	2.48354122
3680	353040	2.48355622
3681	353154	2.48365930
3682	353220	2.48370425
3683	353342	2.48358415
3684	353382	2.48355108
3685	353433	2.48357787
3686	353519	2.48346669
3687	353568	2.48354921
3688	353636	2.48346864
3689	353709	2.48338833
3690	353795	2.48339931
3691	353826	2.48337287
3692	353849	2.48329029
3693	353870	2.48329825
3694	353894	2.48330983
3695	353923	2.48332164
3696	353961	2.48325721
3697	353975	2.48326832
3698	354025	2.48330551
3699	354074	2.48338792
3700	354089	2.48338862
3701	354143	2.48340159
3702	354221	2.48347835
3703	354274	2.48350169
3704	354368	2.48353389
3705	354416	2.48359180
3706	354445	2.48363838
3707	354488	2.48355683
3708	354547	2.48350040
3709	354590	2.48357544
3710	354708	2.48360174
3711	354747	2.48364874
3712	354761	2.48364242
3713	354801	2.48362687
3714	354871	2.48369961
3715	354986	2.48379175
3716	355025	2.48376919
3717	355094	2.48380012
3718	355167	2.48378953
3719	355214	2.48380555
3720	355289	2.48380895
3721	355333	2.48387345
3722	355379	2.48393455
3723	355440	2.48396159
3724	355480	2.48401546
3725	355492	2.48399516
3726	355508	2.48398547
3727	355552	2.48398049
3728	355615	2.48402149
3729	355631	2.48397709
3730	355660	2.48397145
3731	355724	2.48405411
3732	355761	2.48405228
3733	355799	2.48409213
3734	355855	2.48411890
3735	355885	2.48412023
3736	355943	2.48417828
3737	356010	2.48431645
3738	356054	2.48429411
3739	356088	2.48432333
3740	356112	2.48433478
3741	356135	2.48426993
3742	356164	2.48429893
3743	356188	2.48425839
3744	356206	2.48431463
3745	356259	2.48428576
3746	356328	2.48426454
3747	356399	2.48429190
3748	356443	2.48428690
3749	356495	2.48435496
3750	356538	2.48441224
3751	356569	2.48445513
3752	356611	2.48455734
3753	356701	2.48450930
3754	356787	2.48443343
3755	356812	2.48443451
3756	356839	2.48436303
3757	356873	2.48439219
3758	356901	2.48444874
3759	356961	2.48452051
3760	357039	2.48451004
3761	357148	2.48442141
3762	357185	2.48436772
3763	357275	2.48428526
3764	357402	2.48406289
3765	357476	2.48400748
3766	357543	2.48400700
3767	357573	2.48407736
3768	357594	2.48406794
3769	357616	2.48404821
3770	357632	2.48403856
3771	357681	2.48415460
3772	357718	2.48410103
3773	357807	2.48411530
3774	357858	2.48410721
3775	357869	2.48408010
3776	357978	2.48404355
3777	358036	2.48403233
3778	358096	2.48394884
3779	358133	2.48396427
3780	358193	2.48400139
3781	358278	2.48403960
3782	358287	2.48403311
3783	358330	2.48398680
3784	358438	2.48402947
3785	358513	2.48401558
3786	358550	2.48397936
3787	358560	2.48396259
3788	358574	2.48390471
3789	358602	2.48389219
3790	358645	2.48384595
3791	358701	2.48383813
3792	358778	2.48378655
3793	358837	2.48366199
3794	358879	2.48372920
3795	358915	2.48368614
3796	358983	2.48377857
3797	359011	2.48386918
3798	359036	2.48387030
3799	359083	2.48385178
3800	359119	2.48382590
3801	359142	2.48379601
3802	359179	2.48382858
3803	359248	2.48384197
3804	359275	2.48382257
3805	359294	2.48388524
3806	359326	2.48386606
3807	359404	2.48376998
3808	359453	2.48366234
3809	359523	2.48371698
3810	359564	2.48372569
3811	359599	2.48371010
3812	359717	2.48373599
3813	359766	2.48373133
3814	359800	2.48379459
3815	359834	2.48382354
3816	359890	2.48383290
3817	359989	2.48393329
3818	360041	2.48396644
3819	360099	2.48398957
3820	360212	2.48406651
3821	360271	2.48406225
3822	360310	2.48409136
3823	360350	2.48417874
3824	360381	2.48413557
3825	360509	2.48412748
3826	360580	2.48396630
3827	360624	2.48399562
3828	360661	2.48397672
3829	360748	2.48401135
3830	360811	2.48401754
3831	360837	2.48402553
3832	360870	2.48397910
3833	361031	2.48387341
3834	361145	2.48378622
3835	361202	2.48381950
3836	361274	2.48373391
3837	361370	2.48374503
3838	361485	2.48364778
3839	361528	2.48363606
3840	361556	2.48358955
3841	361577	2.48359732
3842	361646	2.48352539
3843	361683	2.48357481
3844	361718	2.48355934
3845	361806	2.48353263
3846	361926	2.48358918
3847	361969	2.48362860
3848	362004	2.48369834
3849	362088	2.48366121
3850	362140	2.48367716
3851	362262	2.48362814
3852	362326	2.48369230
3853	362381	2.48367774
3854	362434	2.48370053
3855	362552	2.48360712
3856	362630	2.48359701
3857	362718	2.48363838
3858	362822	2.48368724
3859	362856	2.48364796
3860	362934	2.48362086
3861	362992	2.48354190
3862	363038	2.48361873
3863	363136	2.48371145
3864	363163	2.48370926
3865	363195	2.48372427
3866	363267	2.48370710
3867	363313	2.48386876
3868	363389	2.48392984
3869	363413	2.48395806
3870	363437	2.48393534
3871	363494	2.48396840
3872	363558	2.48396442
3873	363638	2.48396792
3874	363715	2.48395094
3875	363797	2.48406987
3876	363827	2.48407117
3877	363850	2.48405860
3878	363860	2.48404208
3879	363893	2.48402995
3880	363941	2.48401848
3881	363991	2.48403762
3882	364112	2.48411745
3883	364155	2.48412271
3884	364178	2.48409320
3885	364209	2.48411827
3886	364272	2.48414133
3887	364325	2.48416394
3888	364386	2.48405481
3889	364587	2.48378262
3890	364630	2.48388943
3891	364746	2.48398586
3892	364781	2.48403813
3893	364803	2.48401879
3894	364953	2.48392388
3895	364968	2.48392454
3896	365050	2.48395855
3897	365118	2.48403249
3898	365142	2.48407747
3899	365208	2.48410399
3900	365285	2.48403637
3901	365389	2.48406790
3902	365465	2.48402730
3903	365531	2.48396939
3904	365589	2.48397530
3905	365634	2.48401101
3906	365664	2.48402918
3907	365752	2.48410386
3908	365811	2.48411653
3909	365852	2.48407444
3910	365880	2.48409589
3911	365913	2.48405010
3912	365936	2.48407133
3913	366019	2.48417945
3914	366073	2.48420874
3915	366148	2.48426252
3916	366214	2.48418782
3917	366272	2.48412628
3918	366292	2.48414399
3919	366375	2.48425200
3920	366421	2.48426070
3921	366435	2.48423772
3922	366457	2.48425213
3923	366478	2.48427660
3924	366485	2.48425669
3925	366625	2.48422900
3926	366645	2.48424669
3927	366652	2.48426045
3928	366676	2.48418742
3929	366736	2.48412268
3930	366868	2.48429321
3931	366924	2.48442007
3932	366953	2.48446503
3933	367008	2.48436643
3934	367054	2.48439192
3935	367093	2.48435322
3936	367130	2.48433461
3937	367189	2.48416231
3938	367255	2.48410465
3939	367331	2.48404745
3940	367356	2.48401493
3941	367394	2.48403673
3942	367458	2.48394881
3943	367502	2.48397759
3944	367533	2.48401922
3945	367557	2.48404712
3946	367623	2.48400632
3947	367685	2.48403921
3948	367747	2.48398819
3949	367797	2.48402391
3950	367854	2.48405656
3951	367873	2.48408422
3952	367906	2.48408899
3953	367932	2.48406327
3954	367997	2.48404930
3955	368044	2.48403121
3956	368113	2.48402748
3957	368248	2.48406681
3958	368314	2.48390882
3959	368392	2.48381507
3960	368407	2.48373200
3961	368417	2.48368221
3962	368448	2.48358982
3963	368548	2.48341015
3964	368565	2.48340756
3965	368691	2.48333625
3966	368729	2.48337475
3967	368779	2.48341044
3968	368877	2.48333457
3969	368918	2.48332638
3970	368988	2.48336295
3971	369016	2.48331741
3972	369082	2.48329364
3973	369122	2.48339568
3974	369141	2.48333972
3975	369164	2.48329398
3976	369245	2.48330430
3977	369320	2.48325758
3978	369346	2.48334891
3979	369381	2.48336717
3980	369439	2.48347327
3981	369464	2.48347438
3982	369505	2.48336604
3983	369535	2.48341745
3984	369679	2.48338383
3985	369704	2.48335158
3986	369741	2.48334990
3987	369753	2.48334710
3988	369799	2.48332248
3989	369819	2.48334005
3990	369869	2.48335896
3991	369896	2.48342352
3992	369958	2.48335627
3993	369999	2.48344811
3994	370030	2.48338948
3995	370057	2.48337069
3996	370146	2.48335134
3997	370182	2.48347623
3998	370197	2.48341026
3999	370283	2.48350403
4000	370315	2.48351877
4001	370334	2.48347964
4002	370367	2.48346778
4003	370389	2.48343212
4004	370409	2.48346631
4005	370430	2.48342395
4006	370462	2.48347199
4007	370497	2.48342360
4008	370523	2.48346470
4009	370541	2.48350212
4010	370581	2.48347060
4011	370598	2.48345139
4012	370648	2.48352017
4013	370717	2.48359975
4014	370758	2.48359157
4015	370788	2.48357625
4016	370859	2.48358603
4017	371006	2.48343954
4018	371087	2.48323374
4019	371146	2.48316328
4020	371249	2.48325429
4021	371316	2.48320415
4022	371383	2.48323705
4023	371422	2.48329857
4024	371436	2.48327595
4025	371488	2.48317536
4026	371536	2.48319743
4027	371568	2.48322874
4028	371622	2.48329090
4029	371738	2.48335248
4030	371795	2.48338488
4031	371862	2.48330161
4032	371910	2.48332365
4033	371978	2.48336315
4034	372015	2.48332833
4035	372065	2.48328083
4036	372104	2.48329251
4037	372136	2.48334034
4038	372255	2.48333900
4039	372350	2.48342604
4040	372456	2.48332144
4041	372564	2.48336266
4042	372733	2.48318155
4043	372804	2.48315827
4044	372826	2.48320556
4045	372876	2.48325741
4046	372913	2.48320615
4047	372986	2.48317965
4048	373013	2.48317756
4049	373039	2.48321839
4050	373072	2.48320665
4051	373157	2.48319392
4052	373203	2.48323563
4053	373260	2.48321835
4054	373289	2.48329564
4055	373445	2.48312754
4056	373560	2.48328126
4057	373683	2.48330653
4058	373724	2.48331495
4059	373808	2.48334507
4060	373886	2.48343430
4061	374158	2.48349241
4062	374244	2.48355222
4063	374322	2.48367427
4064	374367	2.48372565
4065	374468	2.48373660
4066	374565	2.48380337
4067	374604	2.48384787
4068	374642	2.48380339
4069	374670	2.48377495
4070	374741	2.48373520
4071	374786	2.48385237
4072	374843	2.48383506
4073	374867	2.48381304
